bullet,510,40,90,5,0,1,4000
bullet,660,40,90,5,0,1,250
bullet,810,40,90,5,0,1,250
bullet,960,40,90,5,0,1,250
bullet,1110,40,90,5,0,1,250
bullet,1260,40,90,5,0,1,250
bullet,1410,40,90,5,0,1,250
bullet,1460,90,180,5,0,1,1500
bullet,1460,240,180,5,0,1,250
bullet,1460,390,180,5,0,1,250
bullet,1460,540,180,5,0,1,250
bullet,1460,690,180,5,0,1,250
bullet,1460,840,180,5,0,1,250
bullet,1460,990,180,5,0,1,250
bullet,1410,1040,270,5,0,1,1500
bullet,1260,1040,270,5,0,1,250
bullet,1110,1040,270,5,0,1,250
bullet,960,1040,270,5,0,1,250
bullet,810,1040,270,5,0,1,250
bullet,660,1040,270,5,0,1,250
bullet,510,1040,270,5,0,1,250
bullet,460,990,0,5,0,1,1500
bullet,460,840,0,5,0,1,250
bullet,460,690,0,5,0,1,250
bullet,460,540,0,5,0,1,250
bullet,460,390,0,5,0,1,250
bullet,460,240,0,5,0,1,250
bullet,460,90,0,5,0,1,250
laser,450,30,0,1750,0,D200,2000
laser,450,1050,0,1750,0,U200,0
laser,450,30,90,1750,0,R200,1500
laser,1470,30,90,1750,0,L200,0
laser,460,40,0,2000,15,D0,1500
laser,1460,40,90,2000,15,D0,0
laser,460,1040,270,2000,15,D0,0
laser,1460,1040,180,2000,15,D0,0

laser,960,540,45,6000,45,U0,3500
laser,960,540,135,6000,45,R0,0
laser,960,540,225,6000,45,D0,0
laser,960,540,315,6000,45,L0,0
laser,960,540,45,6000,-45,U0,6000
laser,960,540,135,6000,-45,R0,0
laser,960,540,225,6000,-45,D0,0
laser,960,540,315,6000,-45,L0,0

bullet,0,0,0,0,0,0,6000
Menemy,460,40,1560,540,1300
Menemy,1460,40,360,540,3300
Menemy,960,1040,960,0,5300
Menemy,1460,40,360,1080,5300
Menemy,460,40,1560,1080,3300
Menemy,460,1040,960,0,5300
Menemy,1460,1040,960,0,2300
Senemy,460,540,5000
Senemy,460,290,4000
Senemy,460,790,4000

laser,450,30,90,2000,0,R405,3500
laser,1470,30,180,2000,0,D405,2000
Menemy,1460,100,100,150,0
laser,1470,1050,270,2000,0,L405,2000
laser,450,1050,0,2000,0,U405,2000
laser,450,30,90,2000,0,R405,2000
laser,1470,30,180,2000,0,D405,2000

bullet,710,35,10,3,10,1,2000
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0
bullet,710,35,10,3,10,1,300
bullet,1210,35,170,3,-10,1,0
bullet,710,35,30,3,9,1,0
bullet,1210,35,150,3,-9,1,0
bullet,710,35,50,3,8,1,0
bullet,1210,35,130,3,-8,1,0
bullet,710,35,70,3,7,1,0
bullet,1210,35,110,3,-7,1,0
bullet,710,35,90,3,6,1,0
bullet,1210,35,90,3,-6,1,0

laser,450,30,0,2500,20,D0,3500
laser,1470,30,180,2500,-20,D0,0
Renemy,860,30,1500
Renemy,1060,30,0

bullet,460,40,90,7,0,1,2500
bullet,460,40,80,7,0,1,0
bullet,460,40,70,7,0,1,0
bullet,460,40,60,7,0,1,0
bullet,460,40,50,7,0,1,0
bullet,460,40,40,7,0,1,0
bullet,460,40,30,7,0,1,0
bullet,460,40,20,7,0,1,0
bullet,460,40,10,7,0,1,0
bullet,460,40,0,7,0,1,0

bullet,1460,40,180,7,0,1,2000
bullet,1460,40,170,7,0,1,0
bullet,1460,40,160,7,0,1,0
bullet,1460,40,150,7,0,1,0
bullet,1460,40,140,7,0,1,0
bullet,1460,40,130,7,0,1,0
bullet,1460,40,120,7,0,1,0
bullet,1460,40,110,7,0,1,0
bullet,1460,40,100,7,0,1,0
bullet,1460,40,90,7,0,1,0

bullet,460,40,90,7,0,1,1500
bullet,460,40,80,7,0,1,0
bullet,460,40,70,7,0,1,0
bullet,460,40,60,7,0,1,0
bullet,460,40,50,7,0,1,0
bullet,460,40,40,7,0,1,0
bullet,460,40,30,7,0,1,0
bullet,460,40,20,7,0,1,0
bullet,460,40,10,7,0,1,0
bullet,460,40,0,7,0,1,0

bullet,1460,40,180,7,0,1,1000
bullet,1460,40,170,7,0,1,0
bullet,1460,40,160,7,0,1,0
bullet,1460,40,150,7,0,1,0
bullet,1460,40,140,7,0,1,0
bullet,1460,40,130,7,0,1,0
bullet,1460,40,120,7,0,1,0
bullet,1460,40,110,7,0,1,0
bullet,1460,40,100,7,0,1,0
bullet,1460,40,90,7,0,1,0

bullet,460,40,90,7,0,1,500
bullet,460,40,80,7,0,1,0
bullet,460,40,70,7,0,1,0
bullet,460,40,60,7,0,1,0
bullet,460,40,50,7,0,1,0
bullet,460,40,40,7,0,1,0
bullet,460,40,30,7,0,1,0
bullet,460,40,20,7,0,1,0
bullet,460,40,10,7,0,1,0
bullet,460,40,0,7,0,1,0

laser,960,30,30,5000,72,D200,3000
laser,960,30,150,5000,72,D200,0
laser,960,30,270,5000,72,D200,0

laser,960,1030,30,5000,-72,U200,5000
laser,960,1030,150,5000,-72,U200,0
laser,960,1030,270,5000,-72,U200,0

laser,450,30,0,4000,10,D0,6000
laser,1470,30,90,4000,10,D0,0
laser,1470,1050,180,4000,10,D0,0
laser,450,1050,270,4000,10,D0,0

laser,935,30,90,500,0,D0,4500
laser,985,30,90,500,0,D0,0

bullet,960,35,180,6,0,1,100
bullet,960,35,170,6,0,1,100
bullet,960,35,160,6,0,1,100
bullet,960,35,150,6,0,1,100
bullet,960,35,140,6,0,1,100
bullet,960,35,130,6,0,1,100
bullet,960,35,120,6,0,1,100
bullet,960,35,110,6,0,1,100
bullet,960,35,100,6,0,1,100
bullet,960,35,90,6,0,1,100
bullet,960,35,80,6,0,1,100
bullet,960,35,70,6,0,1,100
bullet,960,35,60,6,0,1,100
bullet,960,35,50,6,0,1,100
bullet,960,35,40,6,0,1,100
bullet,960,35,30,6,0,1,100
bullet,960,35,20,6,0,1,100
bullet,960,35,10,6,0,1,100
bullet,960,35,0,6,0,1,100
Menemy,1320,1050,1320,-100,0
bullet,960,35,10,6,0,1,100
bullet,960,35,20,6,0,1,100
bullet,960,35,30,6,0,1,100
bullet,960,35,40,6,0,1,100
bullet,960,35,50,6,0,1,100
bullet,960,35,60,6,0,1,100
bullet,960,35,70,6,0,1,100
bullet,960,35,80,6,0,1,100
bullet,960,35,90,6,0,1,100
bullet,960,35,100,6,0,1,100
bullet,960,35,110,6,0,1,100
bullet,960,35,120,6,0,1,100
bullet,960,35,130,6,0,1,100
bullet,960,35,140,6,0,1,100
bullet,960,35,150,6,0,1,100
bullet,960,35,160,6,0,1,100
bullet,960,35,170,6,0,1,100
bullet,960,35,180,6,0,1,100
bullet,960,35,170,6,0,1,100
bullet,960,35,160,6,0,1,100
